"","V1","product_productid","review_userid","review_helpfulness","review_score","V1","V2"
"7283","7283","B0035AO4WC","AC3TOIGWD7E0W","7/7",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7284","7284","B0035AO4WC","A3MZ24N3A9WPVX","9/10",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7285","7285","B0035AO4WC","A31SE2YQ4VYK3F","6/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7286","7286","B0035AO4WC","A36I9IB4L9FDAI","6/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7287","7287","B0035AO4WC","A11X95CLUA4BCB","6/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7288","7288","B0035AO4WC","A1MT0YXL1OK9WK","6/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7289","7289","B0035AO4WC","A2AN8UA9YZG3JU","22/28",2,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7290","7290","B0035AO4WC","A3HI23BJTME6WJ","5/5",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7291","7291","B0035AO4WC","A334LN4QI4112D","5/5",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7292","7292","B0035AO4WC","A326J2TE9RZGF9","7/8",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7293","7293","B0035AO4WC","A3KU9WSWCP5BH5","7/8",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7294","7294","B0035AO4WC","A37KAZUKPTY921","4/4",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7295","7295","B0035AO4WC","A1A4U47XXWD1FX","4/4",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7296","7296","B0035AO4WC","A2R4ZMHA72TQ6J","4/4",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7297","7297","B0035AO4WC","A2CHAO9TR5ROQY","4/4",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7298","7298","B0035AO4WC","A3JCTEDZ00KFCJ","4/4",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7299","7299","B0035AO4WC","A27UOF16R5RRLE","6/7",3,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7300","7300","B0035AO4WC","A39N8YJOT4G6JK","6/7",4,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7301","7301","B0035AO4WC","A1SZL9ECN4J1OG","6/7",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7302","7302","B0035AO4WC","A7RQ6IKVP4X7D","6/7",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7303","7303","B0035AO4WC","A3OS4746AIEK21","3/3",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7304","7304","B0035AO4WC","A34W0CR44J48QZ","3/3",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7305","7305","B0035AO4WC","ANVZS6IJF7A7C","3/3",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7306","7306","B0035AO4WC","A23O8T3LNL9YY8","3/3",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7307","7307","B0035AO4WC","A23LQDID2YHAD8","3/3",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7308","7308","B0035AO4WC","AYQHHNPOGDE0C","5/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7309","7309","B0035AO4WC","A3IZLS8DEWVSC0","5/6",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7310","7310","B0035AO4WC","A26NOE51FWTRSN","4/5",3,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7311","7311","B0035AO4WC","ADC2LC9O7E2FP","4/5",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7312","7312","B0035AO4WC","A2V5R832QCSOMX","4/5",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7313","7313","B0035AO4WC","A1DLEOM91NNW","5/10",3,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7314","7314","B0035AO4WC","AKHZ4CVY8D1TX","7/19",3,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7315","7315","B0035AO4WC","A2KUQ5F0KXSRRY","4/15",1,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7316","7316","B0035AO4WC","AZKT81BEYTGA1","7/27",2,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7317","7317","B0035AO4WC","A1GDG8AR5YGNHR","4/35",5,"Kundalini Yoga Transformer All-In-One Workout ALL LEVELS","Exercise & Fitness"
"7318","7318","B000JJRY7O","A1S6WZ64VI3K9S","5/5",4,"The Finis Jhung Ballet Technique Level 2: Barrework for Advanced Beginners","Special Interests"
"7319","7319","B000JJRY7O","A2Q1V1QVO5F6D3","4/4",5,"The Finis Jhung Ballet Technique Level 2: Barrework for Advanced Beginners","Special Interests"
"7320","7320","B000JJRY7O","A2QRFR9HV4QULD","3/4",5,"The Finis Jhung Ballet Technique Level 2: Barrework for Advanced Beginners","Special Interests"
"7321","7321","B00005B7DG","A3KF4IP2MUS8QQ","19/19",4,"Erotic Witch Project 2 - Book of Seduction","Special Interests"
"7322","7322","B00005B7DG","A26KK6ZU5B3AFJ","16/17",5,"Erotic Witch Project 2 - Book of Seduction","Special Interests"
"7323","7323","B00004CKDV","A39IY0JU5JI69G","3/6",3,"You Can't Take It with You [VHS]","Special Interests"
"7324","7324","B00004CKDV","A3M3FG82ZE1J8I","7/13",3,"You Can't Take It with You [VHS]","Special Interests"
"7325","7325","B00004CKDV","A3MV1KKHX51FYT","5/10",2,"You Can't Take It with You [VHS]","Special Interests"
"7326","7326","B00004CKDV","A1PPIFR51T81IK","10/20",3,"You Can't Take It with You [VHS]","Special Interests"
"7327","7327","B00004CKDV","A35L81CBN2Z8C0","4/11",2,"You Can't Take It with You [VHS]","Special Interests"
"7328","7328","B00004CKDV","A1A2FQKRSD9GL9","5/15",1,"You Can't Take It with You [VHS]","Special Interests"
"7329","7329","B00004CKDV","A2MW0RYIXMEYGS","7/24",2,"You Can't Take It with You [VHS]","Special Interests"
"7330","7330","B00004CKDV","A3GVAI4X7R1V2Y","78/83",2,"You Can't Take It with You [VHS]","Special Interests"
"7331","7331","B00004CKDV","A3KDMN6Z12N1FE","6/7",5,"You Can't Take It with You [VHS]","Special Interests"
"7332","7332","B00004CKDV","A5A2QE6NECFR5","6/7",4,"You Can't Take It with You [VHS]","Special Interests"
"7333","7333","B00004CKDV","A1FG91CM8221X1","6/7",5,"You Can't Take It with You [VHS]","Special Interests"
"7334","7334","B00004CKDV","A1BJOEQSRX2IBM","8/10",4,"You Can't Take It with You [VHS]","Special Interests"
"7335","7335","B00004CKDV","A1ERAL8OMZ5CTE","3/3",5,"You Can't Take It with You [VHS]","Special Interests"
"7336","7336","B00004CKDV","AU8HR4QY1Z87J","3/3",5,"You Can't Take It with You [VHS]","Special Interests"
"7337","7337","B00004CKDV","A2TC514N1CLZQC","3/3",5,"You Can't Take It with You [VHS]","Special Interests"
"7338","7338","B00004CKDV","A25NF9HB0OSAJH","7/9",5,"You Can't Take It with You [VHS]","Special Interests"
"7339","7339","B00004CKDV","AQS3Z062MTX0L","24/34",1,"You Can't Take It with You [VHS]","Special Interests"
"7340","7340","B00004CKDV","AZTAC5WZ4QDRN","4/5",5,"You Can't Take It with You [VHS]","Special Interests"
"7341","7341","B00004CKDV","A1H94GSH3SWJ9U","4/5",5,"You Can't Take It with You [VHS]","Special Interests"
"7342","7342","B00004CKDV","A2BHWOS5PUGU78","4/5",5,"You Can't Take It with You [VHS]","Special Interests"
"7343","7343","B00004CKDV","A31ZN1I0WEXBKR","3/4",5,"You Can't Take It with You [VHS]","Special Interests"
"7344","7344","B00004CKDV","A1345VRK5MYG7","3/4",4,"You Can't Take It with You [VHS]","Special Interests"
"7345","7345","B00004CKDV","A1D2C0WDCSHUWZ","3/4",5,"You Can't Take It with You [VHS]","Special Interests"
"7346","7346","B00004CKDV","A30VSGGHQLZUZT","5/7",4,"You Can't Take It with You [VHS]","Special Interests"
"7347","7347","B00004CKDV","A2U7Z7RX0HVY7G","4/6",4,"You Can't Take It with You [VHS]","Special Interests"
"7348","7348","B0007OP1A8","A2A7NHE5HTK79N","11/12",5,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7349","7349","B0007OP1A8","A26V4YXQ3MTBDA","8/9",4,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7350","7350","B0007OP1A8","A1GGOC9PVDXW7Z","4/4",4,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7351","7351","B0007OP1A8","APIWLQG7R3IEF","3/3",4,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7352","7352","B0007OP1A8","A1KP0IVWU0RQ0A","4/5",5,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7353","7353","6304095775.0","AHU6TFNQ814FM","23/28",3,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7354","7354","6304095775.0","A1W5FQTL5N5LD1","8/9",4,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7355","7355","6304095775.0","A1LBF5XZNYD6QR","29/45",1,"Custer's Last Stand - 15 chapter movie serial","Special Interests"
"7356","7356","B00180OU66","A126KX6FVI4T66","3/4",4,"Heavy Petting","Special Interests"
"7357","7357","B00005B7DP","A2Z13QAST1E7Q9","29/31",4,"Essex Boys [VHS]","Special Interests"
"7358","7358","B00005B7DP","A3MLO4GAD2O9DL","15/17",4,"Essex Boys [VHS]","Special Interests"
"7359","7359","B00005B7DP","AT8OOXRN7FNKS","10/12",4,"Essex Boys [VHS]","Special Interests"
"7360","7360","B00005B7DP","A3DZT9J8LSB84N","10/12",5,"Essex Boys [VHS]","Special Interests"
"7361","7361","B00005B7DP","A3QGPFUH2D4S4S","9/11",5,"Essex Boys [VHS]","Special Interests"
"7362","7362","B00005B7DP","A2OIG88PG8K4M3","8/10",3,"Essex Boys [VHS]","Special Interests"
"7363","7363","B00005B7DP","A2G4C80UQVG1KT","5/7",4,"Essex Boys [VHS]","Special Interests"
"7364","7364","B00005B7DP","A1FKTYA8NCFFES","4/6",4,"Essex Boys [VHS]","Special Interests"
"7365","7365","B00005B7DP","A3NLH4A3XP4WA5","3/5",4,"Essex Boys [VHS]","Special Interests"
"7366","7366","B00005B7DP","AM75BWLB8G0SR","3/5",4,"Essex Boys [VHS]","Special Interests"
"7367","7367","B00005B7DP","A350WBZD8OWRI2","3/6",5,"Essex Boys [VHS]","Special Interests"
"7368","7368","B00005B7DP","A127PCLKOSDS04","3/7",4,"Essex Boys [VHS]","Special Interests"
"7369","7369","B00005B7DP","A1C1071STPP28U","3/9",1,"Essex Boys [VHS]","Special Interests"
"7370","7370","B003SHYJJ0","A3KUGUD8Y98CPC","20/26",4,"Annapolis","Drama"
"7371","7371","B003SHYJJ0","A27H9DOUGY9FOS","5/6",2,"Annapolis","Drama"
"7372","7372","B003SHYJJ0","A2EEUQ81DTY7G3","14/19",3,"Annapolis","Drama"
"7373","7373","B003SHYJJ0","A2AFM0SLLFPSJ1","7/9",3,"Annapolis","Drama"
"7374","7374","B003SHYJJ0","A7PZZXJJZM4N2","16/22",2,"Annapolis","Drama"
"7375","7375","B003SHYJJ0","A328S9RN3U5M68","6/8",3,"Annapolis","Drama"
"7376","7376","B003SHYJJ0","AJKWF4W7QD4NS","3/4",2,"Annapolis","Drama"
"7377","7377","B003SHYJJ0","A9QMCCNBSR1Z7","3/4",1,"Annapolis","Drama"
"7378","7378","B003SHYJJ0","AC8VE4MH1JQGO","3/4",3,"Annapolis","Drama"
"7379","7379","B003SHYJJ0","A37BK7S8IFZHRH","7/11",5,"Annapolis","Drama"
"7380","7380","B003SHYJJ0","AA2HGYPE77PQ","5/8",1,"Annapolis","Drama"
"7381","7381","B003SHYJJ0","A2R86WLXUPGZI1","3/5",4,"Annapolis","Drama"
"7382","7382","B003SHYJJ0","A2VGC7D0CLF3ZV","4/7",1,"Annapolis","Drama"
"7383","7383","B003SHYJJ0","A144NRQVLUE8NG","3/6",5,"Annapolis","Drama"
"7384","7384","B003SHYJJ0","A2TIDVA08NG8SE","3/6",4,"Annapolis","Drama"
"7385","7385","B003SHYJJ0","AR4SLCTEPRYA9","8/15",5,"Annapolis","Drama"
"7386","7386","B003SHYJJ0","A2MH668SSSLEVL","4/9",5,"Annapolis","Drama"
"7387","7387","B003SHYJJ0","A29YP6Q8DX7PNG","5/13",5,"Annapolis","Drama"
"7388","7388","B003SHYJJ0","A2C5VLIJMDPWHI","3/22",1,"Annapolis","Drama"
"7389","7389","B008JAG4GW","A328S9RN3U5M68","19/20",5,"Being Flynn","Drama"
"7390","7390","B008JAG4GW","A2SQJPUCZNHMZE","12/15",5,"Being Flynn","Drama"
"7391","7391","B008JAG4GW","A26VA2C4EKNS5Z","6/8",5,"Being Flynn","Drama"
"7392","7392","6303079792.0","A1DI9VDEWWMJW1","31/33",5,"Being Flynn","Drama"
"7393","7393","6303079792.0","A1BPBBM2B33P0G","10/10",5,"Being Flynn","Drama"
"7394","7394","6303079792.0","AHI2VM2ZIUY6G","18/21",4,"Being Flynn","Drama"
"7395","7395","6303079792.0","A33ZA2J993ZF2Y","6/6",5,"Being Flynn","Drama"
"7396","7396","6303079792.0","A39PR9KTZZQNS8","6/6",5,"Being Flynn","Drama"
"7397","7397","6303079792.0","A1N5DKZB0D3PYZ","5/5",5,"Being Flynn","Drama"
"7398","7398","6303079792.0","A112EOYNWDM9B3","5/5",4,"Being Flynn","Drama"
"7399","7399","6303079792.0","A3G1ATNDU80KAE","7/8",5,"Being Flynn","Drama"
"7400","7400","6303079792.0","AERZP9QIS7P84","4/4",5,"Being Flynn","Drama"
"7401","7401","6303079792.0","A2Q7YBUV8IPTLW","11/14",5,"Being Flynn","Drama"
"7402","7402","6303079792.0","A34736VVQO9DU2","3/3",3,"Being Flynn","Drama"
"7403","7403","6303079792.0","A1EBE2AHPDZOF","3/3",5,"Being Flynn","Drama"
"7404","7404","6303079792.0","AXJV94713NFRM","3/4",5,"Being Flynn","Drama"
"7405","7405","B008SAPAYA","ARO119CO4HZH5","13/13",5,"Tolable David (Silent)","Drama"
"7406","7406","B008SAPAYA","A2H9LUUCYE0KJC","10/10",5,"Tolable David (Silent)","Drama"
"7407","7407","B008SAPAYA","A3BSS2M2DPPV4T","6/6",5,"Tolable David (Silent)","Drama"
"7408","7408","B008SAPAYA","A3B2WVPEJ7CAPU","3/3",5,"Tolable David (Silent)","Drama"
"7409","7409","B008SAPAYA","A62G4QX6XQVLP","4/6",4,"Tolable David (Silent)","Drama"
"7410","7410","B001LOY1IG","A2K28JHMIY3XKZ","22/23",5,"Sunshine","Drama"
"7411","7411","B001LOY1IG","A9I40WFF40R4","19/20",4,"Sunshine","Drama"
"7412","7412","B001LOY1IG","ABO2ZI2Y5DQ9T","27/30",4,"Sunshine","Drama"
"7413","7413","B001LOY1IG","A27KWLGCORT0US","15/16",5,"Sunshine","Drama"
"7414","7414","B001LOY1IG","A3Q77CS1DEQLMG","11/11",5,"Sunshine","Drama"
"7415","7415","B001LOY1IG","A1NT3HJYYHYCA5","10/10",5,"Sunshine","Drama"
"7416","7416","B001LOY1IG","A1L8HRCM60W0W7","13/14",4,"Sunshine","Drama"
"7417","7417","B001LOY1IG","A2MJKH6DQIKTM3","16/18",5,"Sunshine","Drama"
"7418","7418","B001LOY1IG","AX5M99FZN281B","15/17",5,"Sunshine","Drama"
"7419","7419","B001LOY1IG","A1W5J6ATHGRS71","11/12",3,"Sunshine","Drama"
"7420","7420","B001LOY1IG","A2BPDFR58H9575","7/7",4,"Sunshine","Drama"
"7421","7421","B001LOY1IG","ATXL536YX71TR","7/7",5,"Sunshine","Drama"
"7422","7422","B001LOY1IG","AILQ1G3PB3249","7/7",5,"Sunshine","Drama"
"7423","7423","B001LOY1IG","A17FLA8HQOFVIG","9/10",5,"Sunshine","Drama"
"7424","7424","B001LOY1IG","A2KG8WLR1AKO12","8/9",5,"Sunshine","Drama"
"7425","7425","B001LOY1IG","A21279TEPJ8YJ9","7/8",5,"Sunshine","Drama"
"7426","7426","B001LOY1IG","A15GES70P0P0QC","8/10",5,"Sunshine","Drama"
"7427","7427","B001LOY1IG","A84UFSF2SZS2W","8/10",4,"Sunshine","Drama"
"7428","7428","B001LOY1IG","A3CWH6VKCTJAD","8/10",5,"Sunshine","Drama"
"7429","7429","B001LOY1IG","A2GVTRGZNGWH7T","3/3",5,"Sunshine","Drama"
"7430","7430","B001LOY1IG","A1BMW6X8JNZ8IR","3/3",4,"Sunshine","Drama"
"7431","7431","B001LOY1IG","A16CZRQL23NOIW","5/6",5,"Sunshine","Drama"
"7432","7432","B001LOY1IG","AGQY11NLQJ2JL","4/5",5,"Sunshine","Drama"
"7433","7433","B001LOY1IG","A2ZVERVFM25MJT","4/5",4,"Sunshine","Drama"
"7434","7434","B001LOY1IG","A39Y2IQ99V7CC9","4/5",4,"Sunshine","Drama"
"7435","7435","B001LOY1IG","A3GTH1VXNRYZS5","4/5",4,"Sunshine","Drama"
"7436","7436","B001LOY1IG","AQPZZJKATZIVF","6/8",5,"Sunshine","Drama"
"7437","7437","B001LOY1IG","A2UROV2FQ9ADKC","3/4",5,"Sunshine","Drama"
"7438","7438","B001LOY1IG","A1TEMNM9ZEOLJ6","3/4",4,"Sunshine","Drama"
"7439","7439","B001LOY1IG","A1EZH1S9IUETDR","5/7",5,"Sunshine","Drama"
"7440","7440","B001LOY1IG","A2R126BJUZANUG","11/20",2,"Sunshine","Drama"
"7441","7441","B001LOY1IG","A3N94LNED0IF0R","6/16",2,"Sunshine","Drama"
"7442","7442","B001LOY1IG","A16IXZW2A0NFR6","4/13",4,"Sunshine","Drama"
"7443","7443","B001LOY1IG","A3TPSEI5YZO777","6/21",1,"Sunshine","Drama"
"7444","7444","B001LOY1IG","AD2BIAIH78QI5","16/44",2,"Sunshine","Drama"
"7445","7445","B001UHXL5S","AS0I21QARLI70","7/7",1,"What We Had Is What We Had","African American Cinema"
"7446","7446","B008CN092G","A2WW57XX2UVLM6","10/11",4,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7447","7447","B008CN092G","A2DLKD4AC5JV5Q","6/7",5,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7448","7448","B008CN092G","ABXBSOMXE5QT0","3/4",2,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7449","7449","B008CN092G","A19RU2QKFBAFPL","13/21",1,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7450","7450","B008CN092G","A201143R1LZDXE","3/8",2,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7451","7451","B008CN092G","A2CWANTNE71TOS","4/11",5,"Barbie: The Princess & The Popstar (Spanish Version)","African American Cinema"
"7452","7452","B000063USN","A1VDDLF5GJ5Q6P","63/67",5,"Israel: Nation Is Born [VHS]","African American Cinema"
"7453","7453","B000063USN","A62G4QX6XQVLP","21/22",5,"Israel: Nation Is Born [VHS]","African American Cinema"
"7454","7454","B000063USN","A27D5EVE277NP","81/97",5,"Israel: Nation Is Born [VHS]","African American Cinema"
"7455","7455","B000063USN","A3KB3T3K07ENOK","25/29",5,"Israel: Nation Is Born [VHS]","African American Cinema"
"7456","7456","B000063USN","A23DFGB9X4KEMQ","49/60",4,"Israel: Nation Is Born [VHS]","African American Cinema"
"7457","7457","B000063USN","A3OW3ZSCG8JZ6Z","18/23",2,"Israel: Nation Is Born [VHS]","African American Cinema"
"7458","7458","B000063USN","ATDE9JYCPI0L1","4/4",4,"Israel: Nation Is Born [VHS]","African American Cinema"
"7459","7459","B000063USN","A3HD9N5BQRU7GB","4/6",5,"Israel: Nation Is Born [VHS]","African American Cinema"
"7460","7460","B000063USN","A1K22IFHM99SVT","9/17",3,"Israel: Nation Is Born [VHS]","African American Cinema"
"7461","7461","B0001XARPO","A3A00Q04V6ELGD","7/8",4,"That 70's Girl","African American Cinema"
"7462","7462","B0001XARPO","ALRNOZUVL3AOT","10/17",1,"That 70's Girl","African American Cinema"
"7463","7463","B000083EDB","A4LYRGANI8STZ","3/4",5,"Session 9","African American Cinema"
"7464","7464","B000083EDB","A1ZKBAQPCZLF0D","3/4",5,"Session 9","African American Cinema"
"7465","7465","B000083EDB","A35JY7LAXPGTDF","3/4",5,"Session 9","African American Cinema"
"7466","7466","B000083EDB","A3DT3LOBEI9FU0","4/6",5,"Session 9","African American Cinema"
"7467","7467","B000083EDB","A20HOQU682RDF7","4/6",3,"Session 9","African American Cinema"
"7468","7468","B000083EDB","A1H4WJ9QEUZBAN","4/7",5,"Session 9","African American Cinema"
"7469","7469","B000083EDB","A3NUM3JIE6II0F","125/136",5,"Session 9","African American Cinema"
"7470","7470","B000083EDB","APDPA11IZPYLN","49/53",4,"Session 9","African American Cinema"
"7471","7471","B000083EDB","A2V3P1XE33NYC3","31/35",4,"Session 9","African American Cinema"
"7472","7472","B000083EDB","AC1HJD47B5X9","6/6",5,"Session 9","African American Cinema"
"7473","7473","B000083EDB","A2HII4U9WQ0XUV","11/13",5,"Session 9","African American Cinema"
"7474","7474","B000083EDB","A2USJ6NPY2BHR0","8/9",5,"Session 9","African American Cinema"
"7475","7475","B000083EDB","A51IK68MWKV5R","8/9",5,"Session 9","African American Cinema"
"7476","7476","B000083EDB","A13ZQYHURCHSU5","8/9",5,"Session 9","African American Cinema"
"7477","7477","B000083EDB","AQP1VPK16SVWM","5/5",4,"Session 9","African American Cinema"
"7478","7478","B000083EDB","A2NJO6YE954DBH","10/12",4,"Session 9","African American Cinema"
"7479","7479","B000083EDB","A10N4DVT4TAM5R","4/8",1,"Session 9","African American Cinema"
"7480","7480","B000083EDB","A2CJPKXPSAZJH1","4/11",2,"Session 9","African American Cinema"
"7481","7481","B000083EDB","A7NZFPZ0F1MKS","5/13",2,"Session 9","African American Cinema"
"7482","7482","B000083EDB","A518CRYX4QKAH","4/13",1,"Session 9","African American Cinema"
"7483","7483","B000083EDB","A2198FZZMTJ38H","7/19",2,"Session 9","African American Cinema"
"7484","7484","B000083EDB","A2ATWKOFJXRRR1","6/19",2,"Session 9","African American Cinema"
"7485","7485","B000083EDB","A1CAV814238YYJ","9/26",1,"Session 9","African American Cinema"
"7486","7486","B000083EDB","A26N54GC0U88F6","8/24",1,"Session 9","African American Cinema"
"7487","7487","B000083EDB","A1G5ANYR8D2ZZ4","3/16",1,"Session 9","African American Cinema"
"7488","7488","B000083EDB","AJ3VSER0WV3TK","4/19",1,"Session 9","African American Cinema"
"7489","7489","B000083EDB","A2D0MBRXV81QW8","4/19",1,"Session 9","African American Cinema"
"7490","7490","B000083EDB","A3R4BPM64HKDBQ","6/24",1,"Session 9","African American Cinema"
"7491","7491","B000083EDB","AYUX8VUJ0YS99","6/24",1,"Session 9","African American Cinema"
"7492","7492","B000083EDB","AIUCNSFEVMPT6","7/27",1,"Session 9","African American Cinema"
"7493","7493","B000083EDB","A3KZ5XRURPTK8A","5/26",1,"Session 9","African American Cinema"
"7494","7494","B000083EDB","AFE9YN2UXPUPV","4/24",1,"Session 9","African American Cinema"
"7495","7495","B000083EDB","A1J81T9DOHFLZL","4/25",1,"Session 9","African American Cinema"
"7496","7496","B000083EDB","AG5PTT4IQJSM7","5/29",1,"Session 9","African American Cinema"
"7497","7497","B000083EDB","A1IPFS2WVJ1XP8","20/26",5,"Session 9","African American Cinema"
"7498","7498","B000083EDB","A380XMMAQGW34E","7/8",5,"Session 9","African American Cinema"
"7499","7499","B000083EDB","A1TJPMB7N776WS","7/8",4,"Session 9","African American Cinema"
"7500","7500","B000083EDB","A2XUUWFY82IY8","3/3",5,"Session 9","African American Cinema"
